iter	Logloss
323	0.1733599517
324	0.172883169
325	0.1724809423
326	0.171838011
327	0.1714626819
328	0.1710362823
329	0.1707135863
330	0.1704319065
331	0.1700416557
332	0.1697136808
333	0.1694295028
334	0.1690251099
335	0.168374948
336	0.1680271138
337	0.1677200383
338	0.1673083241
339	0.1668909611
340	0.1666004152
341	0.1662764857
342	0.1659158732
343	0.1654271258
344	0.1650494853
345	0.1647863186
346	0.1643759681
347	0.1638847388
348	0.1632274341
349	0.1629651252
350	0.162424938
351	0.1618518684
352	0.1613481499
353	0.160784424
354	0.1602798586
355	0.1599305417
356	0.1593752568
357	0.1590938617
358	0.1587205697
359	0.1583839858
360	0.1582814066
361	0.1579062026
362	0.1576537187
363	0.1573439146
364	0.157052251
365	0.1564712946
366	0.1562904208
367	0.1560771225
368	0.1555610568
369	0.1551563159
370	0.1548602666
371	0.1546015816
372	0.1542131812
373	0.1539588768
374	0.1537347658
375	0.1534740405
376	0.153072367
377	0.1526423458
378	0.1524233972
379	0.1517529793
380	0.1512142249
381	0.1510186433
382	0.1505487429
383	0.1503654867
384	0.1501119323
385	0.1497775398
386	0.1495263988
387	0.1491616826
388	0.1488368385
389	0.1486426097
390	0.1484111719
391	0.1478426264
392	0.1475654758
393	0.1471375732
394	0.1468445206
395	0.1464508457
396	0.1461725682
397	0.1458689326
398	0.145572115
399	0.1452048441
400	0.1449341965
401	0.1446735966
402	0.1443743893
403	0.1438843399
404	0.1436576777
405	0.1432198875
406	0.1429794646
407	0.1424598828
408	0.1419200756
409	0.1416168609
410	0.1414685018
411	0.1411434061
412	0.1407713417
413	0.1405986524
414	0.140258941
415	0.1398503065
416	0.1393779188
417	0.1388909264
418	0.1386620501
419	0.138448026
420	0.138191136
421	0.1378177359
422	0.1375329895
423	0.1372803555
424	0.1371392441
425	0.1368755781
426	0.136518973
427	0.1361999948
428	0.1359184041
429	0.1355479984
430	0.1351338803
431	0.1348334487
432	0.1344985854
433	0.1342288658
434	0.1337453064
435	0.1335113335
436	0.1332306252
437	0.1328782818
438	0.1326062475
439	0.1322804543
440	0.1320328246
441	0.1318136861
442	0.1316970184
443	0.1315537805
444	0.1312275218
445	0.1309346454
446	0.1306897933
447	0.130446478
448	0.1300993782
449	0.1298370916
450	0.1296134177
451	0.1293642871
452	0.1290846952
453	0.1289684207
454	0.128736683
455	0.1284069499
456	0.1279788521
457	0.1276014156
458	0.1274326226
459	0.1272167698
460	0.127023983
461	0.1267705025
462	0.1265797341
463	0.1262828508
464	0.1259987222
465	0.1257375836
466	0.1254483083
467	0.1251111704
468	0.1247844483
469	0.1243051302
470	0.1240102051
471	0.1237972471
472	0.1236547113
473	0.1231566997
474	0.1227911257
475	0.1224189128
476	0.1221661611
477	0.1218010545
478	0.1215890665
479	0.1212963561
480	0.1210373711
481	0.1208627353
482	0.1204875262
483	0.1202490374
484	0.1199766039
485	0.1197548967
486	0.1195259473
487	0.1192923034
488	0.119044401
489	0.1188409909
490	0.1185276077
491	0.1181404031
492	0.1178578079
493	0.1177649073
494	0.1176300654
495	0.1173704731
496	0.117185784
497	0.1169816782
498	0.1164865747
499	0.1163436222
500	0.1160126367
501	0.1157470572
502	0.1154326486
503	0.1150559938
504	0.1148689783
505	0.1146045241
506	0.1142744522
507	0.1140894432
508	0.1137649897
509	0.113409916
510	0.1131853066
511	0.112955155
512	0.1126551837
513	0.1124456758
514	0.1120860638
515	0.1117106045
516	0.111496861
517	0.1113120638
518	0.1110548115
519	0.1108706821
520	0.1104722083
521	0.1101909522
522	0.1099825907
523	0.109801646
524	0.1095802241
525	0.1094498582
526	0.1092798723
527	0.1089402786
528	0.1086313259
529	0.1083984269
530	0.1082788461
531	0.108044374
532	0.1078515072
533	0.1076749624
534	0.1074032594
535	0.1071868221
536	0.1069084563
537	0.1065882989
538	0.1063792032
539	0.1061448258
540	0.1058544549
541	0.1056775599
542	0.1055894417
543	0.1052285421
544	0.1049607359
545	0.1047492133
546	0.1045355112
547	0.1043542855
548	0.1041298495
549	0.1039604323
550	0.1037423461
551	0.1035563343
552	0.1032923814
553	0.1031241349
554	0.102811031
555	0.1026203855
556	0.1024497265
557	0.1023307635
558	0.1021114275
559	0.1019303778
560	0.1017949529
561	0.1015674294
562	0.1012748405
563	0.1010313908
564	0.1008099827
565	0.1005535522
566	0.1003150439
567	0.100094276
568	0.09987812038
569	0.09960925242
570	0.09926177632
571	0.09901938278
572	0.09888175071
573	0.09861236634
574	0.09840197716
575	0.09818250564
576	0.09806872233
577	0.09793572263
578	0.09756351636
579	0.09735280716
580	0.09715147131
581	0.09693118429
582	0.09687586643
583	0.09669378897
584	0.0964844175
585	0.09627044013
586	0.09600279504
587	0.09578017738
588	0.0956516885
589	0.09547184831
590	0.09526897957
591	0.0950321448
592	0.09482169131
593	0.09462390716
594	0.09447124441
595	0.09423150257
596	0.09406538517
597	0.09392601501
598	0.09363309057
599	0.09336360362
600	0.09316260105
601	0.09287641491
602	0.092784431
603	0.09259239698
604	0.09251067587
605	0.09238093962
606	0.09220119359
607	0.09192645441
608	0.09179096326
609	0.09155906425
610	0.09133434392
611	0.09119936008
612	0.09106927407
613	0.09086260533
614	0.09066630174
615	0.09053342153
616	0.09021627201
617	0.09006677591
618	0.08986714891
619	0.08970336897
620	0.08961171299
621	0.08942262022
622	0.08925815687
623	0.08908813072
624	0.08893298844
625	0.08881920098
626	0.08860313075
627	0.08846330396
628	0.08828816808
629	0.08809049403
630	0.08796583864
631	0.08776446209
632	0.08758624732
633	0.08746962007
634	0.0873378144
635	0.08718943069
636	0.08700444659
637	0.08684498536
638	0.08665818846
639	0.08647019769
640	0.08628485886
641	0.08618205856
642	0.08592548016
643	0.08583336768
644	0.08569957709
645	0.08552823841
646	0.08533659722
647	0.08510092736
648	0.08487802868
649	0.08469094036
650	0.08460357611
651	0.08436470149
652	0.08414241087
653	0.08405242396
654	0.08391826875
655	0.08367867674
656	0.08347921779
657	0.08319115555
658	0.08310636854
659	0.0829212706
660	0.08277708152
661	0.08264385484
662	0.0824841666
663	0.08239326545
664	0.08232319095
665	0.08225874994
666	0.08208929129
667	0.08196938842
668	0.08185880714
669	0.08170368809
670	0.08149981833
671	0.08135549522
672	0.08128622298
673	0.08105803242
674	0.08093953687
675	0.08076788034
676	0.08058843984
677	0.0804667435
678	0.08034564767
679	0.08009313607
680	0.08004193724
681	0.0798527371
682	0.07974162673
683	0.07952116789
684	0.07938615656
685	0.0792867353
686	0.07908077674
687	0.07890747484
688	0.07880906488
689	0.0786298926
690	0.07853098486
691	0.07841710105
692	0.07830372687
693	0.07815805896
694	0.07794333344
695	0.0778208168
696	0.07754921782
697	0.0773910655
698	0.07727663276
699	0.07714356209
700	0.07699443857
701	0.07692503572
702	0.07679224864
703	0.07663158626
704	0.07645385773
705	0.0762617954
706	0.07612956576
707	0.07596910365
708	0.0758851418
709	0.07574011428
710	0.0756718834
711	0.07549996016
712	0.07532679757
713	0.07523014863
714	0.07515059998
715	0.07496807727
716	0.07479411783
717	0.07462925336
718	0.07453243438
719	0.07436016795
720	0.07419311775
721	0.07403329194
722	0.07390653987
723	0.07377314428
724	0.07369985358
725	0.07357683183
726	0.07345004636
727	0.07330397658
728	0.07314665095
729	0.07304340726
730	0.0729649708
731	0.07284169172
732	0.07276854783
733	0.07266289524
734	0.07262217713
735	0.0724606216
736	0.07236861401
737	0.07232075674
738	0.07213918727
739	0.07196155068
740	0.07181420573
741	0.07160635217
742	0.07142394262
743	0.07131597772
744	0.07116752969
745	0.07107761007
746	0.07098459618
747	0.07073060924
748	0.07058570013
749	0.07054406348
750	0.07048808388
751	0.07039293055
752	0.07022527906
753	0.07017968136
754	0.07008192196
755	0.06991815156
756	0.06983668948
757	0.06972926148
758	0.06952867786
759	0.0694338827
760	0.06924715476
761	0.06904742094
762	0.06891578658
763	0.06881177414
764	0.06862778707
765	0.06848176729
766	0.06841642335
767	0.06824656424
768	0.06805998644
769	0.06783349239
770	0.06772696832
771	0.06756199454
772	0.06745054744
773	0.06723773736
774	0.06712315519
775	0.06694575259
776	0.06677122244
777	0.06668748899
778	0.06658861394
779	0.06644440335
780	0.06628585107
781	0.06614549185
782	0.06595442846
783	0.06586860229
784	0.06569870257
785	0.06559788728
786	0.06557759215
787	0.06545577135
788	0.06537422864
789	0.06526863047
790	0.06513816616
791	0.06506169052
792	0.06497853746
793	0.06483921891
794	0.06471178275
795	0.06463412551
796	0.06445706191
797	0.06436416872
798	0.06426117327
799	0.06423447017
800	0.06403567633
801	0.06393434324
802	0.06383923871
803	0.06371614451
804	0.06353961656
805	0.06337689483
806	0.06322067742
807	0.06315454888
808	0.06303246259
809	0.06288331709
810	0.0627987784
811	0.06270893498
812	0.06259944387
813	0.06245353398
814	0.06239466634
815	0.06230700966
816	0.06214014641
817	0.06193672589
818	0.06182878873
819	0.06177201971
820	0.06164209798
821	0.06157049731
822	0.06151419806
823	0.06138634595
824	0.06121513819
825	0.0610691759
826	0.06094997504
827	0.06088460777
828	0.06078858932
829	0.06069195252
830	0.06061603096
831	0.06057188321
832	0.06043684185
833	0.06028630433
834	0.06008776905
835	0.05995991961
836	0.05983824324
837	0.05975305022
838	0.05954586521
839	0.05944078476
840	0.05936215244
841	0.05924991057
842	0.05915611387
843	0.05906753255
844	0.0590292841
845	0.05892237853
846	0.05877336469
847	0.05870744056
848	0.0585600629
849	0.05845816775
850	0.05835966655
851	0.05830803063
852	0.05821359742
853	0.05814680115
854	0.05796827637
855	0.05784015069
856	0.05774703162
857	0.05766151866
858	0.05759101339
859	0.05757245045
860	0.0574959523
861	0.05741137135
862	0.0572905626
863	0.0572532547
864	0.05718465565
865	0.05712285457
866	0.0569367442
867	0.05684180474
868	0.05675563474
869	0.05666445041
870	0.05658850404
871	0.05648480951
872	0.05643627253
873	0.05637675071
874	0.05630119479
875	0.0562152554
876	0.05611766641
877	0.05598776268
878	0.05593948043
879	0.05585038558
880	0.05575185278
881	0.05568416769
882	0.05561331923
883	0.05557681929
884	0.05543873097
885	0.05540839215
886	0.05532576495
887	0.05521023356
888	0.05511582389
889	0.05503264683
890	0.0549722788
891	0.05485719144
892	0.05473906805
893	0.05464371696
894	0.05455763956
895	0.05444692474
896	0.05434667206
897	0.05417385813
898	0.05408046807
899	0.05393856244
900	0.05380510459
901	0.05373898019
902	0.05361919526
903	0.05355279927
904	0.05347667682
905	0.05339067049
906	0.05334232893
907	0.05328114899
908	0.05317424469
909	0.05311354812
910	0.05306089589
911	0.05296838449
912	0.05292246971
913	0.0528058967
914	0.05273742317
915	0.05266829085
916	0.05257873244
917	0.05252700696
918	0.05247198379
919	0.05242705096
920	0.05226920506
921	0.05211951873
922	0.05204719998
923	0.05200145309
924	0.05193228139
925	0.05188816485
926	0.05180338785
927	0.0517413085
928	0.05161441195
929	0.05157598108
930	0.05146027213
931	0.05134596153
932	0.05127928537
933	0.05111514197
934	0.05108056851
935	0.05104431027
936	0.05093459288
937	0.05083721716
938	0.05077333139
939	0.05067144656
940	0.05058566445
941	0.05050996622
942	0.05043908628
943	0.05040465504
944	0.05022486567
945	0.05011014727
946	0.05002134162
947	0.04989282714
948	0.04983236749
949	0.0497639206
950	0.04970421176
951	0.04962290342
952	0.04940733201
953	0.04933119464
954	0.04916810607
955	0.04908881911
956	0.04902662317
957	0.04900795641
958	0.04891612425
959	0.04883995431
960	0.04871431144
961	0.04862808694
962	0.04858066681
963	0.04850609604
964	0.04840823749
965	0.04834585349
966	0.04828814439
967	0.04823633302
968	0.04818847146
969	0.04812077211
970	0.0480327951
971	0.04793203166
972	0.04785036901
973	0.04776210102
974	0.04762132671
975	0.04755638621
976	0.04752024985
977	0.04747421352
978	0.04736554908
979	0.04723402243
980	0.0471484329
981	0.04705108515
982	0.04700892935
983	0.04693446964
984	0.04685045827
985	0.04678736406
986	0.04676575181
987	0.04670366159
988	0.04667750603
989	0.04663914701
990	0.04656160759
991	0.0464667457
992	0.04640291807
993	0.04633251768
994	0.04629468764
995	0.04620755581
996	0.04612126907
997	0.04604137004
998	0.04596697671
999	0.04591623958
1000	0.04585183207
1001	0.04576755868
1002	0.0456912566
1003	0.04549252146
1004	0.04540225078
1005	0.04531664386
1006	0.04529148539
1007	0.0452021345
1008	0.04512282385
1009	0.0450098094
1010	0.04497729506
1011	0.04495055364
1012	0.04488783641
1013	0.04484085929
1014	0.04476740724
1015	0.04470333649
1016	0.04463993227
1017	0.04453650091
1018	0.04447407597
1019	0.04435631109
1020	0.0442895981
1021	0.04421693084
1022	0.04410766868
1023	0.04407291447
1024	0.04398050706
1025	0.04389792655
1026	0.04386257549
1027	0.04379693559
1028	0.04367190975
1029	0.04360920145
1030	0.04348914857
1031	0.04346168996
1032	0.04338812922
1033	0.04329767665
1034	0.04322018411
1035	0.04317198237
1036	0.04309281614
1037	0.04304593022
1038	0.04299833941
1039	0.04293948665
1040	0.04284167351
1041	0.04272559586
1042	0.04265582154
1043	0.04264927118
1044	0.04255883539
1045	0.04248265294
1046	0.0424056243
1047	0.04233218739
1048	0.04223831322
1049	0.0421792163
1050	0.04211520923
1051	0.04199309473
1052	0.04193238742
1053	0.04186785651
1054	0.04178814398
1055	0.04171201087
1056	0.04164131991
1057	0.04156404945
1058	0.04149699832
1059	0.04138308796
1060	0.04131572838
1061	0.04119355503
1062	0.04115164088
1063	0.04103071011
1064	0.04095126029
1065	0.04091085521
1066	0.04082529575
1067	0.04079168298
1068	0.04074447993
1069	0.04068459319
1070	0.04063179513
1071	0.04057377052
1072	0.04049309837
1073	0.04043387788
1074	0.04037255343
1075	0.04033121529
1076	0.04027622367
1077	0.04019283771
1078	0.04011797738
1079	0.040050202
1080	0.03997927961
1081	0.03993249995
1082	0.0398737211
1083	0.03980381177
1084	0.0397640363
1085	0.03968881893
1086	0.03964559147
1087	0.03961853895
1088	0.03958346409
1089	0.03952900337
1090	0.03949187048
1091	0.0394343704
1092	0.0393663628
1093	0.03930558561
1094	0.039257191
1095	0.03920479848
1096	0.03916829141
1097	0.03906303351
1098	0.03897929453
1099	0.03893252154
1100	0.03886429695
1101	0.03878841415
1102	0.03875496294
1103	0.03871298118
1104	0.03861787616
1105	0.03857172263
1106	0.03848576555
1107	0.0383920702
1108	0.03834267605
1109	0.03825041107
1110	0.03821362543
1111	0.0380720812
1112	0.03796009158
1113	0.03791476413
1114	0.03790244901
1115	0.03785302605
1116	0.03780210097
1117	0.03775860915
1118	0.03768621713
1119	0.03762549137
1120	0.03752434757
1121	0.0374725015
1122	0.0373084795
1123	0.03725453623
1124	0.03721889657
1125	0.03715376906
1126	0.03709801976
1127	0.03708850612
1128	0.03704512782
1129	0.03700540909
1130	0.03695678128
1131	0.03693253273
1132	0.03686524102
1133	0.03680751558
1134	0.03673937581
1135	0.03666550692
1136	0.03662284214
1137	0.03655079367
1138	0.03652408997
1139	0.03648780841
1140	0.03640718824
1141	0.03638149732
1142	0.03632953472
1143	0.03629538877
1144	0.03629037354
1145	0.03625722667
1146	0.03621117543
1147	0.03617071594
1148	0.03611657099
1149	0.03607440489
1150	0.03604902788
1151	0.03600706813
1152	0.03592979169
1153	0.03587298577
1154	0.03578741233
1155	0.03574578263
1156	0.03569709859
1157	0.03566737292
1158	0.03563073906
1159	0.03552809172
1160	0.03548870911
1161	0.03539557914
1162	0.0353642514
1163	0.03531878657
1164	0.03523569357
1165	0.03517434666
1166	0.03508925248
1167	0.03506973113
1168	0.03503747335
1169	0.03501575873
1170	0.03495703299
1171	0.03490050073
1172	0.03486234062
1173	0.03482068826
1174	0.03477496134
1175	0.03476642837
1176	0.03471263767
1177	0.03468069487
1178	0.03462252395
1179	0.03457564631
1180	0.03453271288
1181	0.03444266516
1182	0.03437355211
1183	0.03432405055
1184	0.03426289202
1185	0.03422131389
1186	0.03418459412
1187	0.03413603726
1188	0.03406495004
1189	0.03401304417
1190	0.03391805634
1191	0.03388860351
1192	0.03384320395
1193	0.03377643629
1194	0.03374389281
1195	0.03369966886
1196	0.0336563237
1197	0.03361398878
1198	0.0335702737
1199	0.03355821739
1200	0.03353343666
1201	0.033461836
1202	0.03342838524
1203	0.03339091256
1204	0.0333569071
1205	0.03330467296
1206	0.03328559519
1207	0.03323609595
1208	0.03317899327
1209	0.03314924405
1210	0.03309528757
1211	0.03306976895
1212	0.03301547595
1213	0.03297492298
1214	0.03292380593
1215	0.03290146652
1216	0.03283813057
1217	0.03278416446
1218	0.03273765843
1219	0.03270281061
1220	0.03266856084
1221	0.03264547726
1222	0.03261826002
1223	0.03256467174
1224	0.03253248252
1225	0.03251488896
1226	0.03243674122
1227	0.03237318225
1228	0.03233162452
1229	0.03229780094
1230	0.03225698368
1231	0.03220690389
1232	0.03211700611
1233	0.03208318311
1234	0.03205089693
1235	0.03200099836
1236	0.03200099107
1237	0.03197050184
1238	0.03195128438
1239	0.03193258478
1240	0.03190850885
1241	0.03185378892
1242	0.03180058013
1243	0.03176302005
1244	0.03171543529
1245	0.03167827569
1246	0.03164396539
1247	0.03157525958
1248	0.03153050303
1249	0.03149902594
1250	0.03145937617
1251	0.03140251954
1252	0.03136766485
1253	0.03132785997
1254	0.03128217945
1255	0.031267337
1256	0.03125050225
1257	0.03116084706
1258	0.03111190666
1259	0.03106296369
1260	0.03101827193
1261	0.03098869553
1262	0.03093435433
1263	0.03089287645
1264	0.03086082914
1265	0.03085267417
1266	0.0307974322
1267	0.0307287519
1268	0.03068994277
1269	0.03063796449
1270	0.03060126787
1271	0.0305401938
1272	0.03048516884
1273	0.0304456632
1274	0.03038938396
1275	0.03036035526
1276	0.03033102092
1277	0.03028546344
1278	0.03023862066
1279	0.03020481702
1280	0.03017810686
1281	0.03014697783
1282	0.0301189326
1283	0.0300747848
1284	0.03004276132
1285	0.02999829477
1286	0.02995947322
1287	0.02989420916
1288	0.02988291403
1289	0.02984681504
1290	0.029802451
1291	0.02973758919
1292	0.02965252431
1293	0.02963603531
1294	0.02959763701
1295	0.02956668037
1296	0.02952840383
1297	0.02950179883
1298	0.0294622159
1299	0.02937946335
1300	0.02931508766
1301	0.02928273059
1302	0.02923516748
1303	0.02919268786
1304	0.02915461157
1305	0.02908781643
1306	0.02905294329
1307	0.02901525616
1308	0.02896382664
1309	0.02887301758
1310	0.02883829426
1311	0.02883107482
1312	0.02879736923
1313	0.02877171521
1314	0.02873224474
1315	0.02866514527
1316	0.028598192
1317	0.02856710775
1318	0.02852963043
1319	0.0285086121
1320	0.02845775581
1321	0.02842823096
1322	0.0283797268
